# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.220075112059675990e-03 8.343918469210653485e-03 1.109306788639535628e-03 9.997681048963391950e-03 4.080400000000000264e-12 2.937639999999999587e-11 1.512900000000000276e-10 1.260250000000000068e-09 1.373665859255758237e-01 1.139898268120544400e-01 5.818749154354140307e-01 2.326610029257438317e+00 4.220075112059675990e-03 8.343918469210653485e-03 1.109306788639535628e-03 9.997681048963391950e-03 4.080400000000000264e-12 2.937639999999999587e-11 1.512900000000000276e-10 1.260250000000000068e-09 1.373665859255758237e-01 1.139898268120544400e-01 5.818749154354140307e-01 2.326610029257438317e+00
3.500000000000000000e+02 2.505712106280752645e-03 1.061861908298972201e-02 2.133679656470126307e-02 4.897566284878102777e-02 1.248997063364531072e-06 1.999613718277383771e-05 2.858326116869777862e-04 2.544543579805142505e-03 2.277927140170340516e-03 9.325628505691458195e-03 1.341810646595842371e-02 1.541134671480660044e-02 2.505712106280752645e-03 1.061861908298972201e-02 2.133679656470126307e-02 4.897566284878102777e-02 1.248997063364531072e-06 1.999613718277383771e-05 2.858326116869777862e-04 2.544543579805142505e-03 2.277927140170340516e-03 9.325628505691458195e-03 1.341810646595842371e-02 1.541134671480660044e-02
7.000000000000000000e+02 1.666479479295646148e-03 1.012876580744582686e-02 2.266407295921240433e-02 5.164216836484296358e-02 6.136483497458229778e-06 8.333260853066933060e-06 2.231518454614142219e-04 2.683470952472281901e-03 3.669583410713319824e-03 6.533204646804283665e-03 1.026837839702222401e-02 1.590366520417249574e-02 1.666479479295646148e-03 1.012876580744582686e-02 2.266407295921240433e-02 5.164216836484296358e-02 6.136483497458229778e-06 8.333260853066933060e-06 2.231518454614142219e-04 2.683470952472281901e-03 3.669583410713319824e-03 6.533204646804283665e-03 1.026837839702222401e-02 1.590366520417249574e-02
1.050000000000000000e+03 1.605166358389258910e-03 8.687609938036676763e-03 1.976410225795909373e-02 5.488628254710486987e-02 3.452010509713188770e-07 1.583666228649547035e-05 2.913639775869169570e-04 2.705035603077544232e-03 1.177903820967559018e-03 5.989202678536269600e-03 9.407332535882034080e-03 1.512184616109358247e-02 1.605166358389258910e-03 8.687609938036676763e-03 1.976410225795909373e-02 5.488628254710486987e-02 3.452010509713188770e-07 1.583666228649547035e-05 2.913639775869169570e-04 2.705035603077544232e-03 1.177903820967559018e-03 5.989202678536269600e-03 9.407332535882034080e-03 1.512184616109358247e-02
1.400000000000000000e+03 1.574066554461210068e-03 8.456231427641151474e-03 1.940338444926997113e-02 5.568766231574952957e-02 5.938428021303986466e-08 1.281316744199691918e-05 2.847716924974814110e-04 2.734731770940792336e-03 1.002007110668836362e-03 5.789950353087958482e-03 9.033441431060815208e-03 1.511369199970645852e-02 1.574066554461210068e-03 8.456231427641151474e-03 1.940338444926997113e-02 5.568766231574952957e-02 5.938428021303986466e-08 1.281316744199691918e-05 2.847716924974814110e-04 2.734731770940792336e-03 1.002007110668836362e-03 5.789950353087958482e-03 9.033441431060815208e-03 1.511369199970645852e-02
1.750000000000000000e+03 1.562955644451811130e-03 8.196234999769069773e-03 1.889703259897551960e-02 5.646880183260102881e-02 3.852740026949044404e-09 1.198152844335988939e-05 2.799851263968806568e-04 2.727931639256617972e-03 9.695249274914135695e-04 5.707033737698299393e-03 8.992764831143725338e-03 1.504078621618728379e-02 1.562955644451811130e-03 8.196234999769069773e-03 1.889703259897551960e-02 5.646880183260102881e-02 3.852740026949044404e-09 1.198152844335988939e-05 2.799851263968806568e-04 2.727931639256617972e-03 9.695249274914135695e-04 5.707033737698299393e-03 8.992764831143725338e-03 1.504078621618728379e-02
2.100000000000000000e+03 1.574755555322970499e-03 7.858330772649597257e-03 1.887577646542835941e-02 5.671917718093113375e-02 1.187741221933920954e-07 1.333091646925693394e-05 2.685132241285421778e-04 2.739934945283644622e-03 9.626876171339259327e-04 5.677376799778141754e-03 8.914355874548004002e-03 1.508675677015821996e-02 1.574755555322970499e-03 7.858330772649597257e-03 1.887577646542835941e-02 5.671917718093113375e-02 1.187741221933920954e-07 1.333091646925693394e-05 2.685132241285421778e-04 2.739934945283644622e-03 9.626876171339259327e-04 5.677376799778141754e-03 8.914355874548004002e-03 1.508675677015821996e-02
2.450000000000000000e+03 1.504998798907812747e-03 7.878125990181630844e-03 1.901272713410728440e-02 5.664370872077630764e-02 1.930706100370155882e-08 1.037301273848388608e-05 2.552172932480599151e-04 2.772953339601255847e-03 9.335689806003041533e-04 5.523716048256852203e-03 8.818324505382335587e-03 1.520664980557158083e-02 1.504998798907812747e-03 7.878125990181630844e-03 1.901272713410728440e-02 5.664370872077630764e-02 1.930706100370155882e-08 1.037301273848388608e-05 2.552172932480599151e-04 2.772953339601255847e-03 9.335689806003041533e-04 5.523716048256852203e-03 8.818324505382335587e-03 1.520664980557158083e-02
2.800000000000000000e+03 1.550571426118984653e-03 7.352317933913069849e-03 1.900799715293017417e-02 5.704092915901904509e-02 6.934306666919418135e-07 2.148292726779250995e-05 2.435756725389354291e-04 2.754154285326827246e-03 9.137170894797214636e-04 5.712637367865060906e-03 8.735594884465180954e-03 1.522782387388960795e-02 1.550571426118984653e-03 7.352317933913069849e-03 1.900799715293017417e-02 5.704092915901904509e-02 6.934306666919418135e-07 2.148292726779250995e-05 2.435756725389354291e-04 2.754154285326827246e-03 9.137170894797214636e-04 5.712637367865060906e-03 8.735594884465180954e-03 1.522782387388960795e-02
3.150000000000000000e+03 1.492289874140476959e-03 7.769069405181250505e-03 1.858707746240619713e-02 5.716223558195620419e-02 8.702339243467247028e-08 9.747280792906243551e-06 2.455295087369001815e-04 2.758269472017204228e-03 9.120310794600349023e-04 5.338220040593926949e-03 8.787215046273298691e-03 1.527799251141447913e-02 1.492289874140476959e-03 7.769069405181250505e-03 1.858707746240619713e-02 5.716223558195620419e-02 8.702339243467247028e-08 9.747280792906243551e-06 2.455295087369001815e-04 2.758269472017204228e-03 9.120310794600349023e-04 5.338220040593926949e-03 8.787215046273298691e-03 1.527799251141447913e-02
