t,1uM,1.4uM,2uM,4uM
1.35678392,0.001347593597,0.004092471203,0.02744553823,0.771672661
1.407035176,0.001479937586,0.004637663661,0.03323139595,0.8061019759
1.457286432,0.001622216486,0.005249040927,0.04015680119,0.8372597471
1.507537688,0.001775114185,0.005934454939,0.04841594415,0.8646676752
1.557788945,0.001939364747,0.006702660484,0.05822310955,0.8882499792
1.608040201,0.002115755741,0.007563409677,0.06980914666,0.9082048464
1.658291457,0.002305131795,0.008527554112,0.08341514173,0.9248836759
1.708542714,0.002508398382,0.00960715468,0.09928266044,0.9387004293
1.75879397,0.002726525859,0.01081559883,0.1176401404,0.9500733128
1.809045226,0.002960553759,0.0121677248,0.1386854553,0.9593922234
1.859296482,0.003211595359,0.01367995194,0.1625653747,0.9670037287
1.909547739,0.003480842532,0.01537041584,0.1893535599,0.9732067165
1.959798995,0.003769570897,0.01725910642,0.2190297118,0.9782539011
2.010050251,0.004079145279,0.01936800634,0.2514632374,0.9823561444
2.060301508,0.004411025492,0.0217212264,0.2864049772,0.9856878146
2.110552764,0.004766772458,0.02434513346,0.323489854,0.9883922205
2.16080402,0.00514805467,0.02726846533,0.362251699,0.9905866486
2.211055276,0.005556655011,0.03052242568,0.4021492957,0.9923668104
2.261306533,0.005994477948,0.03414075062,0.442600436,0.9938106547
2.311557789,0.006463557085,0.03815973682,0.4830192146,0.9949815757
2.361809045,0.006966063108,0.04261821966,0.5228513791,0.9959310817
2.412060302,0.007504312112,0.04755748784,0.5616033542,0.9967009955
2.462311558,0.008080774304,0.05302111981,0.5988622253,0.9973252602
2.512562814,0.008698083101,0.05905472598,0.6343058981,0.9978314145
2.56281407,0.009359044588,0.06570558018,0.6677043199,0.998241797
2.613065327,0.01006664735,0.07302212406,0.6989137064,0.9985745245
2.663316583,0.01082407267,0.08105332968,0.7278661362,0.9988442888
2.713567839,0.01163470497,0.08984790842,0.7545567554,0.9990630033
2.763819095,0.01250214267,0.09945335926,0.779030409,0.9992403278
2.814070352,0.01343020919,0.1099148563,0.8013689751,0.9993840946
2.864321608,0.0144229642,0.1212739848,0.8216801614,0.999500654
2.914572864,0.01548471501,0.1335673462,0.8400881112,0.9995951549
2.964824121,0.01662002799,0.1468250663,0.8567258702,0.9996717716
3.015075377,0.01783374005,0.1610692538,0.8717295871,0.9997338887
3.065326633,0.0191309699,0.1763124726,0.8852342251,0.9997842502
3.115577889,0.02051712908,0.192556302,0.8973705275,0.9998250808
3.165829146,0.02199793268,0.2097900693,0.9082629875,0.9998581842
3.216080402,0.02357940936,0.227989843,0.9180285939,0.9998850229
3.266331658,0.02526791076,0.2471177719,0.9267761615,0.9999067823
3.316582915,0.0270701199,0.2671218449,0.9346060878,0.9999244237
3.366834171,0.02899305831,0.2879361264,0.9416104108,0.9999387265
3.417085427,0.03104409188,0.3094814973,0.9478730732,0.9999503225
3.467336683,0.03323093471,0.3316668976,0.9534703186,0.999959724
3.51758794,0.03556165111,0.3543910336,0.9584711671,0.9999673462
3.567839196,0.03804465496,0.3775444798,0.9629379311,0.9999735259
3.618090452,0.04068870632,0.4010120764,0.9669267437,0.9999785362
3.668341709,0.04350290479,0.4246755037,0.9704880818,0.9999825982
3.718592965,0.04649667913,0.448415905,0.9736672695,0.9999858915
3.768844221,0.04967977274,0.4721164313,0.9765049561,0.9999885615
3.819095477,0.05306222444,0.495664593,0.9790375629,0.9999907262
3.869346734,0.05665434415,0.5189543233,0.9812976971,0.9999924813
3.91959799,0.06046668284,0.5418876851,0.9833145323,0.9999939042
3.969849246,0.06450999641,0.5643761821,0.9851141561,0.9999950578
4.020100503,0.06879520284,0.5863416608,0.9867198865,0.9999959931
4.070351759,0.07333333237,0.6077168166,0.9881525586,0.9999967514
4.120603015,0.07813547012,0.6284453371,0.9894307834,0.9999973662
4.170854271,0.08321269103,0.648481728,0.9905711812,0.9999978647
4.221105528,0.08857598671,0.6677908788,0.9915885918,0.9999982688
4.271356784,0.09423618428,0.6863474238,0.9924962629,0.9999985964
4.32160804,0.1002038571,0.7041349587,0.9933060196,0.999998862
4.371859296,0.1064892275,0.7211451622,0.9940284159,0.9999990774
4.422110553,0.1131020624,0.7373768711,0.9946728703,0.999999252
4.472361809,0.1200515619,0.7528351462,0.9952477878,0.9999993936
4.522613065,0.1273462415,0.7675303594,0.995760668,0.9999995083
4.572864322,0.1349938101,0.7814773255,0.9962182027,0.9999996014
4.623115578,0.1430010443,0.7946944937,0.9966263626,0.9999996768
4.673366834,0.15137366,0.8072032104,0.9969904745,0.999999738
4.72361809,0.1601161854,0.8190270565,0.9973152912,0.9999997876
4.773869347,0.1692318353,0.8301912622,0.9976050527,0.9999998278
4.824120603,0.1787223897,0.8407221971,0.9978635417,0.9999998604
4.874371859,0.1885880798,0.8506469318,0.998094133,0.9999998868
4.924623116,0.1988274841,0.8599928665,0.9982998371,0.9999999082
4.974874372,0.2094374356,0.8687874199,0.99848334,0.9999999256
5.025125628,0.2204129454,0.8770577738,0.9986470375,0.9999999397
5.075376884,0.2317471428,0.8848306652,0.9987930671,0.9999999511
5.125628141,0.2434312362,0.8921322219,0.9989233357,0.9999999603
5.175879397,0.2554544947,0.8989878339,0.9990395443,0.9999999678
5.226130653,0.2678042549,0.9054220569,0.9991432104,0.9999999739
5.27638191,0.2804659514,0.9114585424,0.9992356876,0.9999999789
5.326633166,0.2934231725,0.9171199906,0.9993181836,0.9999999829
5.376884422,0.3066577427,0.922428121,0.9993917756,0.9999999861
5.427135678,0.3201498287,0.9274036594,0.9994574247,0.9999999887
5.477386935,0.3338780698,0.9320663369,0.9995159881,0.9999999909
5.527638191,0.3478197299,0.9364348994,0.9995682306,0.9999999926
5.577889447,0.3619508689,0.9405271239,0.9996148345,0.999999994
5.628140704,0.3762465309,0.9443598428,0.9996564083,0.9999999951
5.67839196,0.3906809448,0.9479489712,0.9996934949,0.9999999961
5.728643216,0.4052277349,0.9513095385,0.9997265787,0.9999999968
5.778894472,0.4198601368,0.9544557223,0.9997560916,0.9999999974
5.829145729,0.4345512154,0.9574008839,0.9997824191,0.9999999979
5.879396985,0.4492740797,0.9601576043,0.999805905,0.9999999983
5.929648241,0.4640020926,0.9627377213,0.9998268561,0.9999999986
5.979899497,0.4787090707,0.9651523655,0.9998455458,0.9999999989
6.030150754,0.4933694717,0.9674119965,0.9998622183,0.9999999991
6.08040201,0.507958567,0.9695264385,0.9998770912,0.9999999993
6.130653266,0.5224525966,0.9715049141,0.9998903589,0.9999999994
6.180904523,0.5368289058,0.9733560779,0.9999021946,0.9999999995
6.231155779,0.5510660616,0.9750880483,0.9999127528,0.9999999996
6.281407035,0.5651439485,0.9767084386,0.9999221715,0.9999999997
6.331658291,0.5790438444,0.9782243858,0.9999305735,0.9999999997
6.381909548,0.5927484758,0.9796425791,0.9999380687,0.9999999998
6.432160804,0.6062420541,0.9809692864,0.9999447549,0.9999999998
6.48241206,0.6195102934,0.9822103796,0.9999507195,0.9999999999
6.532663317,0.6325404112,0.9833713588,0.9999560403,0.9999999999
6.582914573,0.6453211147,0.9844573749,0.9999607868,0.9999999999
6.633165829,0.6578425718,0.9854732508,0.999965021,0.9999999999
6.683417085,0.670096372,0.9864235023,0.9999687981,0.9999999999
6.733668342,0.6820754758,0.9873123567,0.9999721676,1
6.783919598,0.6937741563,0.9881437711,0.9999751735,1
6.834170854,0.7051879342,0.988921449,0.9999778549,1
6.884422111,0.7163135074,0.9896488566,0.9999802468,1
6.934673367,0.7271486771,0.9903292379,0.9999823807,1
6.984924623,0.7376922717,0.9909656281,0.9999842842,1
7.035175879,0.7479440692,0.9915608677,0.9999859822,1
7.085427136,0.7579047204,0.9921176142,0.999987497,1
7.135678392,0.767575672,0.992638354,0.9999888483,1
7.185929648,0.7769590922,0.9931254137,0.9999900537,1
7.236180905,0.7860577978,0.9935809695,0.999991129,1
7.286432161,0.794875185,0.9940070577,0.9999920883,1
7.336683417,0.8034151624,0.994405583,0.999992944,1
7.386934673,0.8116820881,0.9947783272,0.9999937074,1
7.43718593,0.8196807107,0.9951269573,0.9999943884,1
7.487437186,0.8274161131,0.9954530326,0.9999949958,1
7.537688442,0.8348936613,0.9957580115,0.9999955377,1
7.587939698,0.8421189561,0.9960432584,0.9999960212,1
7.638190955,0.8490977893,0.9963100496,0.9999964524,1
7.688442211,0.8558361033,0.9965595788,0.9999968371,1
7.738693467,0.8623399538,0.9967929625,0.9999971803,1
7.788944724,0.868615477,0.9970112451,0.9999974864,1
7.83919598,0.874668859,0.9972154036,0.9999977595,1
7.889447236,0.8805063087,0.9974063518,0.9999980031,1
7.939698492,0.8861340338,0.9975849441,0.9999982204,1
7.989949749,0.891558219,0.9977519801,0.9999984143,1
8.040201005,0.8967850073,0.9979082074,0.9999985873,1
8.090452261,0.9018204829,0.9980543254,0.9999987415,1
8.140703518,0.906670657,0.9981909881,0.9999988792,1
8.190954774,0.9113414551,0.9983188073,0.9999990019,1
8.24120603,0.9158387063,0.9984383552,0.9999991114,1
8.291457286,0.9201681338,0.9985501672,0.9999992091,1
8.341708543,0.9243353479,0.9986547436,0.9999992963,1
8.391959799,0.9283458388,0.9987525527,0.999999374,1
8.442211055,0.9322049726,0.9988440324,0.9999994434,1
8.492462312,0.9359179861,0.9989295923,0.9999995053,1
8.542713568,0.939489985,0.9990096154,0.9999995605,1
8.592964824,0.9429259406,0.9990844601,0.9999996097,1
8.64321608,0.9462306893,0.9991544613,0.9999996536,1
8.693467337,0.9494089312,0.9992199326,0.9999996928,1
8.743718593,0.9524652306,0.9992811671,0.9999997277,1
8.793969849,0.9554040161,0.9993384389,0.9999997589,1
8.844221106,0.9582295815,0.9993920045,0.9999997867,1
8.894472362,0.960946087,0.9994421036,0.9999998116,1
8.944723618,0.9635575612,0.9994889607,0.9999998337,1
8.994974874,0.9660679026,0.9995327856,0.9999998534,1
9.045226131,0.9684808819,0.9995737744,0.999999871,1
9.095477387,0.9708001445,0.9996121106,0.9999998868,1
9.145728643,0.973029213,0.999647966,0.9999999008,1
9.195979899,0.9751714896,0.9996815011,0.9999999133,1
9.246231156,0.9772302594,0.999712866,0.9999999244,1
9.296482412,0.9792086929,0.9997422012,0.9999999344,1
9.346733668,0.981109849,0.999769638,0.9999999433,1
9.396984925,0.9829366781,0.9997952992,0.9999999512,1
9.447236181,0.984692025,0.9998192999,0.9999999582,1
9.497487437,0.9863786321,0.9998417473,0.9999999645,1
9.547738693,0.9879991422,0.9998627421,0.9999999702,1
9.59798995,0.9895561017,0.9998823783,0.9999999752,1
9.648241206,0.9910519634,0.9999007437,0.9999999796,1
9.698492462,0.9924890895,0.9999179207,0.9999999836,1
9.748743719,0.9938697547,0.999933986,0.9999999872,1
9.798994975,0.9951961489,0.9999490117,0.9999999904,1
9.849246231,0.9964703798,0.999963065,0.9999999932,1
9.899497487,0.9976944762,0.9999762089,0.9999999957,1
9.949748744,0.9988703902,0.9999885022,0.999999998,1
10,1,1,1,1
