0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
350 [7.51e-02, 3.88e-02, 2.47e-01, 4.73e-02]
700 [7.93e-02, 5.03e-02, 2.67e-01, 5.77e-02]
1050 [8.00e-02, 5.24e-02, 2.73e-01, 4.94e-02]
1400 [8.03e-02, 5.32e-02, 2.80e-01, 4.14e-02]
1750 [8.04e-02, 5.36e-02, 2.87e-01, 3.64e-02]
2100 [8.12e-02, 5.37e-02, 2.67e-01, 3.27e-02]
2450 [8.06e-02, 5.40e-02, 2.82e-01, 3.85e-02]
2800 [8.05e-02, 5.43e-02, 2.91e-01, 3.59e-02]
3150 [8.03e-02, 5.35e-02, 3.00e-01, 2.99e-02]
3500 [8.07e-02, 5.49e-02, 3.11e-01, 2.29e-02]
3850 [8.10e-02, 5.57e-02, 3.23e-01, 1.28e-02]
4200 [7.59e-02, 4.97e-02, 3.25e-01, 1.12e-03]
4550 [8.14e-02, 5.67e-02, 3.45e-01, -4.16e-03]
4900 [8.14e-02, 5.68e-02, 3.59e-01, -1.19e-02]
5250 [8.11e-02, 5.63e-02, 3.64e-01, -1.23e-02]
5600 [8.11e-02, 5.65e-02, 3.65e-01, -1.24e-02]
5950 [8.12e-02, 5.64e-02, 3.64e-01, -1.20e-02]
6300 [8.12e-02, 5.67e-02, 3.64e-01, -1.24e-02]
6650 [8.11e-02, 5.67e-02, 3.64e-01, -1.18e-02]
7000 [8.08e-02, 5.64e-02, 3.64e-01, -1.14e-02]
7350 [8.11e-02, 5.69e-02, 3.63e-01, -1.19e-02]
7700 [8.11e-02, 5.69e-02, 3.64e-01, -1.17e-02]
8050 [8.11e-02, 5.65e-02, 3.64e-01, -1.16e-02]
8400 [8.10e-02, 5.70e-02, 3.64e-01, -1.17e-02]
8750 [8.12e-02, 5.70e-02, 3.64e-01, -1.18e-02]
9100 [8.12e-02, 5.69e-02, 3.64e-01, -1.17e-02]
9450 [8.12e-02, 5.69e-02, 3.64e-01, -1.17e-02]
9800 [8.10e-02, 5.62e-02, 3.64e-01, -1.21e-02]
10150 [8.10e-02, 5.65e-02, 3.65e-01, -1.24e-02]
10500 [8.10e-02, 5.62e-02, 3.66e-01, -1.30e-02]
10850 [8.10e-02, 5.58e-02, 3.09e-01, 2.58e-02]
11200 [8.11e-02, 5.62e-02, 3.24e-01, 1.52e-02]
11550 [8.14e-02, 5.68e-02, 3.39e-01, 2.13e-03]
11900 [8.15e-02, 5.71e-02, 3.57e-01, -1.12e-02]
12250 [8.11e-02, 5.65e-02, 3.65e-01, -1.27e-02]
12600 [8.10e-02, 5.63e-02, 3.67e-01, -1.31e-02]
12950 [8.10e-02, 5.62e-02, 3.67e-01, -1.33e-02]
13300 [8.10e-02, 5.60e-02, 3.68e-01, -1.37e-02]
13650 [8.09e-02, 5.58e-02, 3.68e-01, -1.40e-02]
14000 [8.08e-02, 5.55e-02, 3.68e-01, -1.41e-02]
14350 [8.08e-02, 5.56e-02, 3.68e-01, -1.42e-02]
14700 [8.09e-02, 5.58e-02, 3.68e-01, -1.43e-02]
15050 [8.07e-02, 5.55e-02, 3.68e-01, -1.44e-02]
15400 [8.09e-02, 5.58e-02, 3.68e-01, -1.42e-02]
15750 [8.08e-02, 5.57e-02, 3.69e-01, -1.42e-02]
16100 [8.09e-02, 5.57e-02, 3.68e-01, -1.43e-02]
16450 [6.61e-02, 2.60e-02, 2.93e-01, 2.97e-02]
16800 [8.09e-02, 5.56e-02, 3.14e-01, 2.37e-02]
17150 [8.12e-02, 5.64e-02, 3.32e-01, 9.31e-03]
17500 [8.14e-02, 5.71e-02, 3.51e-01, -6.41e-03]
17850 [8.11e-02, 5.62e-02, 3.66e-01, -1.33e-02]
18200 [8.10e-02, 5.61e-02, 3.68e-01, -1.37e-02]
18550 [8.10e-02, 5.59e-02, 3.68e-01, -1.40e-02]
18900 [8.09e-02, 5.58e-02, 3.69e-01, -1.42e-02]
19250 [8.07e-02, 5.54e-02, 3.69e-01, -1.41e-02]
19600 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
19950 [8.09e-02, 5.58e-02, 3.69e-01, -1.43e-02]
20300 [8.09e-02, 5.56e-02, 3.69e-01, -1.43e-02]
20650 [8.09e-02, 5.58e-02, 3.69e-01, -1.43e-02]
21000 [8.08e-02, 5.56e-02, 3.69e-01, -1.43e-02]
21350 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
21700 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
22050 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
22400 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
22750 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
23100 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
23450 [8.09e-02, 5.56e-02, 3.69e-01, -1.42e-02]
23800 [8.06e-02, 5.53e-02, 3.68e-01, -1.38e-02]
24150 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
24500 [8.09e-02, 5.57e-02, 3.69e-01, -1.43e-02]
24850 [8.08e-02, 5.57e-02, 3.69e-01, -1.42e-02]
25200 [8.16e-02, 5.73e-02, 3.48e-01, -4.52e-03]
25550 [8.12e-02, 5.65e-02, 3.65e-01, -1.29e-02]
25900 [8.10e-02, 5.61e-02, 3.68e-01, -1.36e-02]
26250 [8.10e-02, 5.59e-02, 3.68e-01, -1.40e-02]
26600 [8.10e-02, 5.59e-02, 3.69e-01, -1.41e-02]
26950 [8.09e-02, 5.58e-02, 3.69e-01, -1.42e-02]
27300 [8.09e-02, 5.54e-02, 3.69e-01, -1.39e-02]
