0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
350 [8.39e-02, -6.11e-02, 9.64e-02, -3.71e-02, 1.00e-01, 3.55e-02]
700 [8.77e-02, -5.16e-02, 1.45e-01, 2.57e-02, 1.36e-01, 7.40e-02]
1050 [9.53e-02, -3.50e-02, 1.65e-01, 5.01e-02, 1.45e-01, 8.37e-02]
1400 [1.00e-01, -2.63e-02, 1.69e-01, 5.48e-02, 1.47e-01, 8.49e-02]
1750 [1.04e-01, -1.78e-02, 1.71e-01, 5.61e-02, 1.48e-01, 8.55e-02]
2100 [1.07e-01, -1.21e-02, 1.71e-01, 5.56e-02, 1.48e-01, 8.56e-02]
2450 [1.08e-01, -1.09e-02, 1.71e-01, 5.48e-02, 1.48e-01, 8.49e-02]
2800 [1.06e-01, -1.27e-02, 1.70e-01, 5.29e-02, 1.47e-01, 8.41e-02]
3150 [1.08e-01, -1.17e-02, 1.71e-01, 5.52e-02, 1.48e-01, 8.58e-02]
3500 [1.07e-01, -1.28e-02, 1.70e-01, 5.40e-02, 1.48e-01, 8.53e-02]
3850 [1.07e-01, -1.30e-02, 1.70e-01, 5.35e-02, 1.48e-01, 8.50e-02]
4200 [1.07e-01, -1.30e-02, 1.71e-01, 5.41e-02, 1.48e-01, 8.52e-02]
4550 [1.06e-01, -1.41e-02, 1.69e-01, 5.29e-02, 1.47e-01, 8.47e-02]
4900 [1.06e-01, -1.44e-02, 1.69e-01, 5.22e-02, 1.47e-01, 8.44e-02]
5250 [1.07e-01, -1.36e-02, 1.71e-01, 5.41e-02, 1.48e-01, 8.49e-02]
5600 [1.07e-01, -1.44e-02, 1.70e-01, 5.27e-02, 1.46e-01, 8.32e-02]
5950 [1.07e-01, -1.48e-02, 1.70e-01, 5.28e-02, 1.47e-01, 8.42e-02]
6300 [1.06e-01, -1.54e-02, 1.70e-01, 5.22e-02, 1.47e-01, 8.41e-02]
6650 [1.07e-01, -1.46e-02, 1.69e-01, 5.08e-02, 1.46e-01, 8.28e-02]
7000 [1.06e-01, -1.65e-02, 1.69e-01, 5.15e-02, 1.47e-01, 8.34e-02]
7350 [1.06e-01, -1.73e-02, 1.69e-01, 5.08e-02, 1.47e-01, 8.36e-02]
7700 [1.05e-01, -1.76e-02, 1.69e-01, 5.05e-02, 1.47e-01, 8.31e-02]
8050 [1.05e-01, -1.88e-02, 1.69e-01, 5.05e-02, 1.47e-01, 8.34e-02]
8400 [1.05e-01, -1.96e-02, 1.69e-01, 4.99e-02, 1.47e-01, 8.33e-02]
8750 [1.05e-01, -2.00e-02, 1.68e-01, 4.96e-02, 1.46e-01, 8.25e-02]
9100 [1.05e-01, -2.03e-02, 1.69e-01, 4.98e-02, 1.47e-01, 8.33e-02]
9450 [1.04e-01, -2.09e-02, 1.68e-01, 4.96e-02, 1.47e-01, 8.32e-02]
9800 [1.04e-01, -2.13e-02, 1.68e-01, 4.91e-02, 1.46e-01, 8.26e-02]
10150 [1.04e-01, -2.17e-02, 1.68e-01, 4.89e-02, 1.46e-01, 8.25e-02]
10500 [1.04e-01, -2.18e-02, 1.68e-01, 4.92e-02, 1.47e-01, 8.28e-02]
10850 [1.04e-01, -2.19e-02, 1.68e-01, 4.92e-02, 1.47e-01, 8.30e-02]
11200 [1.04e-01, -2.28e-02, 1.68e-01, 4.90e-02, 1.47e-01, 8.31e-02]
11550 [1.04e-01, -2.24e-02, 1.68e-01, 4.91e-02, 1.47e-01, 8.28e-02]
11900 [1.04e-01, -2.24e-02, 1.68e-01, 4.89e-02, 1.46e-01, 8.27e-02]
12250 [1.04e-01, -2.26e-02, 1.68e-01, 4.89e-02, 1.47e-01, 8.30e-02]
12600 [1.04e-01, -2.29e-02, 1.68e-01, 4.88e-02, 1.47e-01, 8.29e-02]
12950 [1.04e-01, -2.27e-02, 1.68e-01, 4.89e-02, 1.47e-01, 8.30e-02]
