0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
350 [7.40e-02, -4.02e-02, 9.47e-02, 1.39e-02, 8.37e-02, 3.38e-02]
700 [8.21e-02, -2.16e-02, 1.23e-01, 4.84e-02, 1.63e-01, 1.13e-01]
1050 [8.32e-02, -1.64e-02, 1.29e-01, 5.56e-02, 2.05e-01, 1.55e-01]
1400 [8.48e-02, -1.44e-02, 1.33e-01, 5.99e-02, 2.26e-01, 1.78e-01]
1750 [8.56e-02, -1.13e-02, 1.34e-01, 6.26e-02, 2.41e-01, 1.93e-01]
2100 [8.64e-02, -8.74e-03, 1.35e-01, 6.34e-02, 2.46e-01, 1.99e-01]
2450 [8.70e-02, -6.65e-03, 1.34e-01, 6.28e-02, 2.49e-01, 2.02e-01]
2800 [8.80e-02, -3.87e-03, 1.36e-01, 6.54e-02, 2.53e-01, 2.06e-01]
3150 [8.84e-02, -2.56e-03, 1.36e-01, 6.53e-02, 2.53e-01, 2.06e-01]
3500 [8.87e-02, -1.39e-03, 1.37e-01, 6.60e-02, 2.56e-01, 2.09e-01]
3850 [8.88e-02, -1.05e-03, 1.37e-01, 6.58e-02, 2.56e-01, 2.09e-01]
4200 [8.89e-02, -9.76e-04, 1.36e-01, 6.55e-02, 2.56e-01, 2.09e-01]
4550 [8.87e-02, -1.45e-03, 1.36e-01, 6.52e-02, 2.57e-01, 2.10e-01]
4900 [8.87e-02, -1.43e-03, 1.37e-01, 6.62e-02, 2.57e-01, 2.10e-01]
5250 [8.85e-02, -2.37e-03, 1.37e-01, 6.57e-02, 2.57e-01, 2.10e-01]
5600 [8.84e-02, -3.00e-03, 1.37e-01, 6.55e-02, 2.57e-01, 2.10e-01]
5950 [8.81e-02, -3.88e-03, 1.37e-01, 6.54e-02, 2.57e-01, 2.10e-01]
6300 [8.79e-02, -4.33e-03, 1.36e-01, 6.49e-02, 2.57e-01, 2.10e-01]
6650 [8.79e-02, -4.90e-03, 1.36e-01, 6.47e-02, 2.57e-01, 2.10e-01]
7000 [8.78e-02, -5.27e-03, 1.36e-01, 6.44e-02, 2.56e-01, 2.09e-01]
7350 [8.76e-02, -5.65e-03, 1.36e-01, 6.44e-02, 2.56e-01, 2.09e-01]
7700 [8.80e-02, -5.12e-03, 1.36e-01, 6.41e-02, 2.57e-01, 2.10e-01]
8050 [8.75e-02, -6.09e-03, 1.36e-01, 6.43e-02, 2.57e-01, 2.10e-01]
8400 [8.75e-02, -6.39e-03, 1.36e-01, 6.40e-02, 2.57e-01, 2.10e-01]
8750 [8.74e-02, -6.02e-03, 1.36e-01, 6.39e-02, 2.56e-01, 2.09e-01]
9100 [8.73e-02, -6.92e-03, 1.35e-01, 6.33e-02, 2.56e-01, 2.09e-01]
9450 [8.73e-02, -7.06e-03, 1.36e-01, 6.38e-02, 2.57e-01, 2.10e-01]
9800 [8.72e-02, -7.06e-03, 1.36e-01, 6.36e-02, 2.56e-01, 2.09e-01]
10150 [8.71e-02, -7.65e-03, 1.36e-01, 6.37e-02, 2.56e-01, 2.09e-01]
10500 [8.68e-02, -7.80e-03, 1.36e-01, 6.32e-02, 2.56e-01, 2.09e-01]
10850 [8.71e-02, -7.90e-03, 1.36e-01, 6.36e-02, 2.57e-01, 2.10e-01]
11200 [8.70e-02, -8.03e-03, 1.36e-01, 6.33e-02, 2.56e-01, 2.09e-01]
11550 [8.70e-02, -7.99e-03, 1.36e-01, 6.35e-02, 2.57e-01, 2.10e-01]
11900 [8.70e-02, -8.16e-03, 1.36e-01, 6.33e-02, 2.57e-01, 2.10e-01]
12250 [8.69e-02, -8.40e-03, 1.36e-01, 6.32e-02, 2.57e-01, 2.10e-01]
12600 [8.70e-02, -8.23e-03, 1.36e-01, 6.34e-02, 2.57e-01, 2.10e-01]
12950 [8.70e-02, -8.15e-03, 1.35e-01, 6.32e-02, 2.55e-01, 2.07e-01]
13300 [8.70e-02, -8.32e-03, 1.36e-01, 6.34e-02, 2.57e-01, 2.10e-01]
13650 [8.69e-02, -8.38e-03, 1.36e-01, 6.32e-02, 2.57e-01, 2.10e-01]
14000 [8.69e-02, -8.52e-03, 1.35e-01, 6.30e-02, 2.57e-01, 2.09e-01]
14350 [8.69e-02, -8.51e-03, 1.35e-01, 6.32e-02, 2.57e-01, 2.09e-01]
14700 [8.70e-02, -8.41e-03, 1.36e-01, 6.31e-02, 2.57e-01, 2.09e-01]
15050 [8.70e-02, -8.41e-03, 1.36e-01, 6.34e-02, 2.57e-01, 2.10e-01]
15400 [8.70e-02, -8.41e-03, 1.36e-01, 6.34e-02, 2.57e-01, 2.10e-01]
15750 [8.69e-02, -8.53e-03, 1.36e-01, 6.33e-02, 2.57e-01, 2.10e-01]
16100 [8.69e-02, -8.55e-03, 1.36e-01, 6.33e-02, 2.57e-01, 2.10e-01]
16450 [8.69e-02, -8.53e-03, 1.35e-01, 6.29e-02, 2.56e-01, 2.09e-01]
16800 [8.69e-02, -8.76e-03, 1.35e-01, 6.31e-02, 2.56e-01, 2.09e-01]
17150 [8.89e-02, -9.30e-04, 1.34e-01, 6.39e-02, 2.46e-01, 1.99e-01]
17500 [8.70e-02, -8.20e-03, 1.35e-01, 6.29e-02, 2.52e-01, 2.05e-01]
17850 [8.69e-02, -8.52e-03, 1.36e-01, 6.32e-02, 2.55e-01, 2.08e-01]
18200 [8.69e-02, -8.64e-03, 1.36e-01, 6.33e-02, 2.56e-01, 2.09e-01]
18550 [8.69e-02, -8.59e-03, 1.36e-01, 6.33e-02, 2.57e-01, 2.10e-01]
18900 [8.69e-02, -8.63e-03, 1.36e-01, 6.33e-02, 2.57e-01, 2.10e-01]
19250 [8.65e-02, -9.37e-03, 1.35e-01, 6.21e-02, 2.56e-01, 2.09e-01]
19600 [8.68e-02, -8.95e-03, 1.36e-01, 6.28e-02, 2.56e-01, 2.09e-01]
19950 [8.67e-02, -8.73e-03, 1.35e-01, 6.30e-02, 2.56e-01, 2.09e-01]
20300 [8.68e-02, -8.81e-03, 1.35e-01, 6.29e-02, 2.56e-01, 2.09e-01]
20650 [8.68e-02, -8.92e-03, 1.35e-01, 6.25e-02, 2.55e-01, 2.07e-01]
21000 [8.70e-02, -8.98e-03, 1.34e-01, 6.13e-02, 2.49e-01, 2.03e-01]
21350 [8.91e-02, -5.78e-03, 1.39e-01, 6.61e-02, 2.25e-01, 1.77e-01]
21700 [9.01e-02, -4.09e-03, 1.44e-01, 7.16e-02, 2.41e-01, 1.92e-01]
22050 [9.02e-02, -3.61e-03, 1.46e-01, 7.35e-02, 2.51e-01, 2.02e-01]
22400 [9.02e-02, -3.61e-03, 1.46e-01, 7.43e-02, 2.53e-01, 2.04e-01]
22750 [9.02e-02, -3.72e-03, 1.46e-01, 7.44e-02, 2.54e-01, 2.05e-01]
23100 [9.02e-02, -3.61e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
23450 [9.03e-02, -3.50e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
23800 [9.03e-02, -3.44e-03, 1.47e-01, 7.44e-02, 2.55e-01, 2.06e-01]
24150 [9.02e-02, -3.76e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
24500 [9.02e-02, -3.72e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
24850 [9.01e-02, -3.79e-03, 1.46e-01, 7.44e-02, 2.55e-01, 2.06e-01]
25200 [9.01e-02, -3.89e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.07e-01]
25550 [9.02e-02, -3.76e-03, 1.47e-01, 7.46e-02, 2.55e-01, 2.07e-01]
25900 [9.05e-02, -3.31e-03, 1.47e-01, 7.43e-02, 2.55e-01, 2.06e-01]
26250 [8.99e-02, -4.10e-03, 1.46e-01, 7.42e-02, 2.55e-01, 2.07e-01]
26600 [9.00e-02, -3.89e-03, 1.47e-01, 7.43e-02, 2.55e-01, 2.06e-01]
26950 [9.02e-02, -3.82e-03, 1.47e-01, 7.45e-02, 2.56e-01, 2.07e-01]
27300 [9.01e-02, -3.80e-03, 1.47e-01, 7.45e-02, 2.56e-01, 2.07e-01]
27650 [9.08e-02, -1.91e-03, 1.46e-01, 7.35e-02, 2.53e-01, 2.04e-01]
28000 [9.03e-02, -3.33e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
28350 [9.02e-02, -3.62e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
28700 [9.03e-02, -3.65e-03, 1.46e-01, 7.42e-02, 2.55e-01, 2.05e-01]
29050 [9.02e-02, -4.17e-03, 1.46e-01, 7.42e-02, 2.56e-01, 2.07e-01]
29400 [9.02e-02, -3.82e-03, 1.47e-01, 7.46e-02, 2.55e-01, 2.06e-01]
29750 [9.01e-02, -3.91e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
30100 [9.00e-02, -4.05e-03, 1.46e-01, 7.41e-02, 2.55e-01, 2.06e-01]
30450 [9.01e-02, -4.12e-03, 1.46e-01, 7.41e-02, 2.55e-01, 2.06e-01]
30800 [9.00e-02, -3.53e-03, 1.47e-01, 7.46e-02, 2.56e-01, 2.07e-01]
31150 [9.01e-02, -4.06e-03, 1.47e-01, 7.46e-02, 2.56e-01, 2.07e-01]
31500 [9.01e-02, -3.87e-03, 1.47e-01, 7.45e-02, 2.56e-01, 2.07e-01]
31850 [9.01e-02, -3.88e-03, 1.47e-01, 7.45e-02, 2.56e-01, 2.07e-01]
32200 [9.03e-02, -3.84e-03, 1.47e-01, 7.42e-02, 2.55e-01, 2.06e-01]
32550 [9.01e-02, -3.98e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
32900 [9.01e-02, -3.93e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.07e-01]
33250 [9.02e-02, -3.93e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
33600 [9.02e-02, -4.08e-03, 1.47e-01, 7.45e-02, 2.56e-01, 2.07e-01]
33950 [9.01e-02, -3.93e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.07e-01]
34300 [9.01e-02, -3.95e-03, 1.47e-01, 7.45e-02, 2.55e-01, 2.06e-01]
34650 [9.01e-02, -4.17e-03, 1.46e-01, 7.45e-02, 2.55e-01, 2.06e-01]
