# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.534785347992453891e-03 1.613706316607708968e-02 3.372095783929496271e-04 4.080400000000000264e-12 2.937639999999999587e-11 4.536937973331094803e-02 2.436636108524903754e+00 8.534785347992453891e-03 1.613706316607708968e-02 3.372095783929496271e-04 4.080400000000000264e-12 2.937639999999999587e-11 4.536937973331094803e-02 2.436636108524903754e+00
3.500000000000000000e+02 1.555738874679363313e-03 3.683939287524262869e-03 3.437890216168155402e-04 2.955263413198426203e-07 1.067432857810137939e-04 2.520634653654367941e-03 1.079895636360608639e-02 1.555738874679363313e-03 3.683939287524262869e-03 3.437890216168155402e-04 2.955263413198426203e-07 1.067432857810137939e-04 2.520634653654367941e-03 1.079895636360608639e-02
7.000000000000000000e+02 1.038579893559784303e-03 4.325186593385999152e-03 2.609408335036509513e-04 1.171762234717120072e-06 1.888960993051673357e-04 1.103402101259854306e-03 8.556081311910214773e-03 1.038579893559784303e-03 4.325186593385999152e-03 2.609408335036509513e-04 1.171762234717120072e-06 1.888960993051673357e-04 1.103402101259854306e-03 8.556081311910214773e-03
1.050000000000000000e+03 9.931355953260538865e-04 4.281050612250875652e-03 4.937711939476801268e-04 1.782552908164028510e-06 1.830022123524636100e-04 8.785023635972255421e-04 7.476777719309374640e-03 9.931355953260538865e-04 4.281050612250875652e-03 4.937711939476801268e-04 1.782552908164028510e-06 1.830022123524636100e-04 8.785023635972255421e-04 7.476777719309374640e-03
1.400000000000000000e+03 8.571074759191014015e-04 4.051641309424838105e-03 1.007029804509200575e-03 4.351564711275533439e-06 1.779647311208684560e-04 7.424264639589278321e-04 6.097702008691068681e-03 8.571074759191014015e-04 4.051641309424838105e-03 1.007029804509200575e-03 4.351564711275533439e-06 1.779647311208684560e-04 7.424264639589278321e-04 6.097702008691068681e-03
1.750000000000000000e+03 7.125506360738889265e-04 3.400882284693485837e-03 1.575710590763096343e-03 5.101455362802723018e-07 1.402892728641136398e-04 6.107110332909639538e-04 5.281690263137599727e-03 7.125506360738889265e-04 3.400882284693485837e-03 1.575710590763096343e-03 5.101455362802723018e-07 1.402892728641136398e-04 6.107110332909639538e-04 5.281690263137599727e-03
2.100000000000000000e+03 6.778427615849919085e-04 3.034479035460335272e-03 1.804985970034732280e-03 8.434732437188973828e-07 1.243974397716481018e-04 5.431159745545602541e-04 4.698207796065326756e-03 6.778427615849919085e-04 3.034479035460335272e-03 1.804985970034732280e-03 8.434732437188973828e-07 1.243974397716481018e-04 5.431159745545602541e-04 4.698207796065326756e-03
2.450000000000000000e+03 6.319754362706831059e-04 2.726459180633462268e-03 1.978141102662239054e-03 7.579954891494637605e-07 1.088595493009109186e-04 4.911086806391328115e-04 4.235893865276420082e-03 6.319754362706831059e-04 2.726459180633462268e-03 1.978141102662239054e-03 7.579954891494637605e-07 1.088595493009109186e-04 4.911086806391328115e-04 4.235893865276420082e-03
2.800000000000000000e+03 5.646001883844954574e-04 2.461979228945230819e-03 2.040605870113135212e-03 6.760470362827485083e-07 9.994429317718865255e-05 4.423535661411989012e-04 3.755646319886565224e-03 5.646001883844954574e-04 2.461979228945230819e-03 2.040605870113135212e-03 6.760470362827485083e-07 9.994429317718865255e-05 4.423535661411989012e-04 3.755646319886565224e-03
3.150000000000000000e+03 5.719917705048271428e-04 2.169176526018565167e-03 2.153759526042606925e-03 3.496953750825415271e-06 7.533636026724069377e-05 4.374249313365939510e-04 3.401362871185267377e-03 5.719917705048271428e-04 2.169176526018565167e-03 2.153759526042606925e-03 3.496953750825415271e-06 7.533636026724069377e-05 4.374249313365939510e-04 3.401362871185267377e-03
3.500000000000000000e+03 4.976082053768482016e-04 2.002393976604976023e-03 2.174163472827555111e-03 6.022741109170838813e-07 7.752497352211509319e-05 3.902729774023602121e-04 3.079278314282986751e-03 4.976082053768482016e-04 2.002393976604976023e-03 2.174163472827555111e-03 6.022741109170838813e-07 7.752497352211509319e-05 3.902729774023602121e-04 3.079278314282986751e-03
3.850000000000000000e+03 4.771305765974687531e-04 1.821658935382782386e-03 2.190023276961505522e-03 5.496447934854106133e-07 6.852557719904174853e-05 3.695195434991190931e-04 2.781000978381182979e-03 4.771305765974687531e-04 1.821658935382782386e-03 2.190023276961505522e-03 5.496447934854106133e-07 6.852557719904174853e-05 3.695195434991190931e-04 2.781000978381182979e-03
4.200000000000000000e+03 4.471526484000514011e-04 1.677403850225620214e-03 2.183706886137348931e-03 5.153502298434427477e-07 6.227026842935439908e-05 3.532030136469688220e-04 2.526479036956644220e-03 4.471526484000514011e-04 1.677403850225620214e-03 2.183706886137348931e-03 5.153502298434427477e-07 6.227026842935439908e-05 3.532030136469688220e-04 2.526479036956644220e-03
4.550000000000000000e+03 4.285236392778400184e-04 1.529492150034959200e-03 2.195316503911499441e-03 1.166050866384213173e-07 4.832160971464608142e-05 3.489601640358194800e-04 2.328796871052547963e-03 4.285236392778400184e-04 1.529492150034959200e-03 2.195316503911499441e-03 1.166050866384213173e-07 4.832160971464608142e-05 3.489601640358194800e-04 2.328796871052547963e-03
4.900000000000000000e+03 4.098969411741911341e-04 1.449982013812109926e-03 2.145283091147870067e-03 4.495989617390657790e-07 5.176033618798220993e-05 3.265943125628958509e-04 2.115629446058733733e-03 4.098969411741911341e-04 1.449982013812109926e-03 2.145283091147870067e-03 4.495989617390657790e-07 5.176033618798220993e-05 3.265943125628958509e-04 2.115629446058733733e-03
5.250000000000000000e+03 4.098035702291486556e-04 1.169011618687342425e-03 2.849790543781000746e-03 4.426184866847059227e-06 1.877803319749069092e-05 3.898961819290711821e-04 1.976122093764506437e-03 4.098035702291486556e-04 1.169011618687342425e-03 2.849790543781000746e-03 4.426184866847059227e-06 1.877803319749069092e-05 3.898961819290711821e-04 1.976122093764506437e-03
5.600000000000000000e+03 3.814593117266116542e-04 1.270212547555917655e-03 2.081812444611360908e-03 4.022266107645191869e-07 4.375704236246003102e-05 3.112477012444830101e-04 1.805367137425494591e-03 3.814593117266116542e-04 1.270212547555917655e-03 2.081812444611360908e-03 4.022266107645191869e-07 4.375704236246003102e-05 3.112477012444830101e-04 1.805367137425494591e-03
5.950000000000000000e+03 4.225632827532363380e-04 1.834890789861727935e-03 1.584153892016142194e-03 2.165838315327704860e-05 3.369659622744639250e-05 3.685133562908473031e-04 1.785928088064393012e-03 4.225632827532363380e-04 1.834890789861727935e-03 1.584153892016142194e-03 2.165838315327704860e-05 3.369659622744639250e-05 3.685133562908473031e-04 1.785928088064393012e-03
6.300000000000000000e+03 3.614896376790606458e-04 1.129516142613778105e-03 2.000419394457014603e-03 3.668573287138295909e-07 3.756170699447898743e-05 2.941808437343496454e-04 1.577185095187646222e-03 3.614896376790606458e-04 1.129516142613778105e-03 2.000419394457014603e-03 3.668573287138295909e-07 3.756170699447898743e-05 2.941808437343496454e-04 1.577185095187646222e-03
6.650000000000000000e+03 3.559721745208828522e-04 1.075891172225970508e-03 1.958162693637353121e-03 3.990362965228373490e-07 3.595778516225980875e-05 2.869431831255958576e-04 1.488755529717893274e-03 3.559721745208828522e-04 1.075891172225970508e-03 1.958162693637353121e-03 3.990362965228373490e-07 3.595778516225980875e-05 2.869431831255958576e-04 1.488755529717893274e-03
7.000000000000000000e+03 3.606690709161887052e-04 9.146003952332220233e-04 2.084385183283337523e-03 1.217751200497734368e-06 1.976091137570922858e-05 2.880058721137195433e-04 1.400955005190642789e-03 3.606690709161887052e-04 9.146003952332220233e-04 2.084385183283337523e-03 1.217751200497734368e-06 1.976091137570922858e-05 2.880058721137195433e-04 1.400955005190642789e-03
7.350000000000000000e+03 3.287317622513127088e-04 7.590924345229477579e-03 1.118033684986345254e-03 1.736724632328407445e-05 3.198314947915029301e-04 5.328080705124491360e-04 1.543629984998257142e-03 3.287317622513127088e-04 7.590924345229477579e-03 1.118033684986345254e-03 1.736724632328407445e-05 3.198314947915029301e-04 5.328080705124491360e-04 1.543629984998257142e-03
