0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
350 [8.37e-02, 1.71e-03, 6.48e-02, 7.33e-02]
700 [1.01e-01, 3.99e-02, 7.11e-02, 1.27e-01]
1050 [1.04e-01, 4.82e-02, 1.22e-01, 1.52e-01]
1400 [1.08e-01, 5.80e-02, 2.17e-01, 1.89e-01]
1750 [1.13e-01, 6.72e-02, 2.81e-01, 2.18e-01]
2100 [1.14e-01, 7.01e-02, 3.35e-01, 2.39e-01]
2450 [1.16e-01, 7.39e-02, 3.82e-01, 2.57e-01]
2800 [1.19e-01, 7.89e-02, 4.35e-01, 2.86e-01]
3150 [1.20e-01, 7.97e-02, 4.79e-01, 3.05e-01]
3500 [1.23e-01, 8.44e-02, 5.22e-01, 3.27e-01]
3850 [1.24e-01, 8.62e-02, 5.65e-01, 3.47e-01]
4200 [1.25e-01, 8.88e-02, 6.04e-01, 3.69e-01]
4550 [1.26e-01, 9.02e-02, 6.41e-01, 3.86e-01]
4900 [1.27e-01, 9.25e-02, 6.76e-01, 4.07e-01]
5250 [1.27e-01, 9.25e-02, 7.11e-01, 4.24e-01]
5600 [1.29e-01, 9.49e-02, 7.43e-01, 4.43e-01]
5950 [1.29e-01, 9.59e-02, 7.75e-01, 4.60e-01]
6300 [1.30e-01, 9.73e-02, 8.05e-01, 4.78e-01]
6650 [1.31e-01, 9.82e-02, 8.33e-01, 4.93e-01]
7000 [1.31e-01, 9.87e-02, 8.60e-01, 5.09e-01]
7350 [1.32e-01, 9.97e-02, 8.86e-01, 5.25e-01]
7700 [1.32e-01, 1.01e-01, 9.11e-01, 5.40e-01]
8050 [1.33e-01, 1.01e-01, 9.35e-01, 5.54e-01]
8400 [1.33e-01, 1.02e-01, 9.58e-01, 5.68e-01]
8750 [1.34e-01, 1.03e-01, 9.80e-01, 5.82e-01]
9100 [1.34e-01, 1.03e-01, 1.00e+00, 5.95e-01]
9450 [1.31e-01, 9.66e-02, 9.78e-01, 5.93e-01]
9800 [1.33e-01, 1.01e-01, 9.86e-01, 5.98e-01]
10150 [1.34e-01, 1.02e-01, 9.97e-01, 6.05e-01]
10500 [1.34e-01, 1.04e-01, 1.01e+00, 6.12e-01]
10850 [1.35e-01, 1.04e-01, 1.02e+00, 6.20e-01]
11200 [1.34e-01, 1.03e-01, 1.04e+00, 6.28e-01]
11550 [1.35e-01, 1.05e-01, 1.06e+00, 6.38e-01]
11900 [1.34e-01, 1.03e-01, 1.08e+00, 6.44e-01]
12250 [1.36e-01, 1.06e-01, 1.10e+00, 6.58e-01]
12600 [1.36e-01, 1.06e-01, 1.12e+00, 6.68e-01]
12950 [1.35e-01, 1.05e-01, 1.14e+00, 6.80e-01]
13300 [1.36e-01, 1.07e-01, 1.15e+00, 6.91e-01]
13650 [1.36e-01, 1.07e-01, 1.17e+00, 7.03e-01]
14000 [1.37e-01, 1.07e-01, 1.19e+00, 7.14e-01]
14350 [1.37e-01, 1.08e-01, 1.21e+00, 7.25e-01]
14700 [1.37e-01, 1.08e-01, 1.23e+00, 7.36e-01]
15050 [1.37e-01, 1.08e-01, 1.24e+00, 7.46e-01]
15400 [1.38e-01, 1.09e-01, 1.26e+00, 7.56e-01]
15750 [1.38e-01, 1.09e-01, 1.27e+00, 7.66e-01]
16100 [1.38e-01, 1.09e-01, 1.29e+00, 7.75e-01]
16450 [1.38e-01, 1.09e-01, 1.30e+00, 7.84e-01]
16800 [1.38e-01, 1.10e-01, 1.32e+00, 7.93e-01]
17150 [1.38e-01, 1.10e-01, 1.33e+00, 8.02e-01]
17500 [1.37e-01, 1.08e-01, 1.33e+00, 8.01e-01]
17850 [1.38e-01, 1.10e-01, 1.34e+00, 8.08e-01]
18200 [1.39e-01, 1.10e-01, 1.36e+00, 8.16e-01]
18550 [1.39e-01, 1.11e-01, 1.37e+00, 8.25e-01]
18900 [1.39e-01, 1.11e-01, 1.38e+00, 8.33e-01]
19250 [1.39e-01, 1.11e-01, 1.40e+00, 8.41e-01]
19600 [1.39e-01, 1.11e-01, 1.41e+00, 8.49e-01]
19950 [1.39e-01, 1.11e-01, 1.42e+00, 8.56e-01]
20300 [1.39e-01, 1.11e-01, 1.43e+00, 8.63e-01]
20650 [1.39e-01, 1.11e-01, 1.44e+00, 8.70e-01]
21000 [1.40e-01, 1.12e-01, 1.45e+00, 8.77e-01]
21350 [1.40e-01, 1.12e-01, 1.47e+00, 8.84e-01]
21700 [1.40e-01, 1.12e-01, 1.48e+00, 8.91e-01]
22050 [1.40e-01, 1.12e-01, 1.49e+00, 8.97e-01]
22400 [1.40e-01, 1.12e-01, 1.50e+00, 9.04e-01]
22750 [1.40e-01, 1.12e-01, 1.51e+00, 9.09e-01]
23100 [1.25e-01, 8.49e-02, 1.47e+00, 8.91e-01]
23450 [1.31e-01, 9.57e-02, 1.47e+00, 8.92e-01]
23800 [1.35e-01, 1.03e-01, 1.47e+00, 8.92e-01]
24150 [1.37e-01, 1.07e-01, 1.47e+00, 8.93e-01]
24500 [1.39e-01, 1.09e-01, 1.47e+00, 8.94e-01]
24850 [1.39e-01, 1.10e-01, 1.48e+00, 8.96e-01]
25200 [1.39e-01, 1.11e-01, 1.48e+00, 8.97e-01]
25550 [1.40e-01, 1.11e-01, 1.48e+00, 8.98e-01]
25900 [1.40e-01, 1.12e-01, 1.49e+00, 9.00e-01]
26250 [1.40e-01, 1.12e-01, 1.49e+00, 9.03e-01]
26600 [1.40e-01, 1.12e-01, 1.49e+00, 9.05e-01]
26950 [1.40e-01, 1.12e-01, 1.50e+00, 9.08e-01]
27300 [1.40e-01, 1.12e-01, 1.50e+00, 9.12e-01]
27650 [1.40e-01, 1.13e-01, 1.51e+00, 9.15e-01]
28000 [1.40e-01, 1.12e-01, 1.51e+00, 9.19e-01]
28350 [1.40e-01, 1.12e-01, 1.52e+00, 9.23e-01]
