# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.221944395050097998e-02 1.759289977577710787e-02 9.922500000000000180e-12 5.712100000000000365e-10 5.789089417924880854e-01 2.908586184133180819e+00 1.221944395050097998e-02 1.759289977577710787e-02 9.922500000000000180e-12 5.712100000000000365e-10 5.789089417924880854e-01 2.908586184133180819e+00
3.500000000000000000e+02 3.914214653582116440e-03 4.203657875419768847e-02 6.322595296501464223e-08 8.640610173645992941e-04 7.031430715118447070e-03 7.235129309877626029e-03 3.914214653582116440e-03 4.203657875419768847e-02 6.322595296501464223e-08 8.640610173645992941e-04 7.031430715118447070e-03 7.235129309877626029e-03
7.000000000000000000e+02 2.044657875712708583e-03 3.588215998187653522e-02 4.382431862999189101e-07 1.339793013741953902e-03 1.231547577596543448e-03 8.177569588463972847e-03 2.044657875712708583e-03 3.588215998187653522e-02 4.382431862999189101e-07 1.339793013741953902e-03 1.231547577596543448e-03 8.177569588463972847e-03
1.050000000000000000e+03 1.640990573941412999e-03 3.545968412847328582e-02 1.490860169431479935e-07 1.351247285664642197e-03 8.773921429925455977e-04 8.416064103782500833e-03 1.640990573941412999e-03 3.545968412847328582e-02 1.490860169431479935e-07 1.351247285664642197e-03 8.773921429925455977e-04 8.416064103782500833e-03
1.400000000000000000e+03 1.592256807500696744e-03 3.549149298994357798e-02 1.792217383025038453e-08 1.327702540168964945e-03 7.104155327239325066e-04 8.354367713297852771e-03 1.592256807500696744e-03 3.549149298994357798e-02 1.792217383025038453e-08 1.327702540168964945e-03 7.104155327239325066e-04 8.354367713297852771e-03
1.750000000000000000e+03 1.588740777474151843e-03 3.552673100912195209e-02 8.140540551601913491e-11 1.310249104137115473e-03 6.325434725610134916e-04 8.307920510482997775e-03 1.588740777474151843e-03 3.552673100912195209e-02 8.140540551601913491e-11 1.310249104137115473e-03 6.325434725610134916e-04 8.307920510482997775e-03
2.100000000000000000e+03 1.590322432225198257e-03 3.555420245938453738e-02 5.981297205218296554e-09 1.300024610007618521e-03 5.993001380609812518e-04 8.266881552311184864e-03 1.590322432225198257e-03 3.555420245938453738e-02 5.981297205218296554e-09 1.300024610007618521e-03 5.993001380609812518e-04 8.266881552311184864e-03
2.450000000000000000e+03 1.587624440042352319e-03 3.557751964617421325e-02 1.004698970869950872e-08 1.295411010346423156e-03 5.882521637707987259e-04 8.221394164651514569e-03 1.587624440042352319e-03 3.557751964617421325e-02 1.004698970869950872e-08 1.295411010346423156e-03 5.882521637707987259e-04 8.221394164651514569e-03
2.800000000000000000e+03 1.581472159007915775e-03 3.560051400571490748e-02 1.006346200968030996e-08 1.294606797057964564e-03 5.871065433951308662e-04 8.169002109557964991e-03 1.581472159007915775e-03 3.560051400571490748e-02 1.006346200968030996e-08 1.294606797057964564e-03 5.871065433951308662e-04 8.169002109557964991e-03
3.150000000000000000e+03 1.574155328639557450e-03 3.562547877237085686e-02 8.416897542992684822e-09 1.296339572513102983e-03 5.894286107421799420e-04 8.110448564718346007e-03 1.574155328639557450e-03 3.562547877237085686e-02 8.416897542992684822e-09 1.296339572513102983e-03 5.894286107421799420e-04 8.110448564718346007e-03
3.500000000000000000e+03 1.567080076299944003e-03 3.565330151644669626e-02 6.663693876300348361e-09 1.299911531412179400e-03 5.924521159984581656e-04 8.047010033413732125e-03 1.567080076299944003e-03 3.565330151644669626e-02 6.663693876300348361e-09 1.299911531412179400e-03 5.924521159984581656e-04 8.047010033413732125e-03
3.850000000000000000e+03 1.560961759695617210e-03 3.568431691290600144e-02 5.362623601011993178e-09 1.304995457731063539e-03 5.952094063245033130e-04 7.979674367352024636e-03 1.560961759695617210e-03 3.568431691290600144e-02 5.362623601011993178e-09 1.304995457731063539e-03 5.952094063245033130e-04 7.979674367352024636e-03
4.200000000000000000e+03 1.556234623398388122e-03 3.571879939717823027e-02 4.667492120574322989e-09 1.311429332873963443e-03 5.972795628128924669e-04 7.909364324571517557e-03 1.556234623398388122e-03 3.571879939717823027e-02 4.667492120574322989e-09 1.311429332873963443e-03 5.972795628128924669e-04 7.909364324571517557e-03
4.550000000000000000e+03 1.553147369376477269e-03 3.575678886548156604e-02 4.606761581727769296e-09 1.319028615116807834e-03 5.983511989352904457e-04 7.837643820554181934e-03 1.553147369376477269e-03 3.575678886548156604e-02 4.606761581727769296e-09 1.319028615116807834e-03 5.983511989352904457e-04 7.837643820554181934e-03
4.900000000000000000e+03 1.551661609982036422e-03 3.579730365123005159e-02 5.120145169108232438e-09 1.327393005160467602e-03 5.983242688789234794e-04 7.767512317771736730e-03 1.551661609982036422e-03 3.579730365123005159e-02 5.120145169108232438e-09 1.327393005160467602e-03 5.983242688789234794e-04 7.767512317771736730e-03
5.250000000000000000e+03 1.548908960802018774e-03 3.583998772961815432e-02 6.022641169569846889e-09 1.335802469900546942e-03 5.975163231999036650e-04 7.703499167909620172e-03 1.548908960802018774e-03 3.583998772961815432e-02 6.022641169569846889e-09 1.335802469900546942e-03 5.975163231999036650e-04 7.703499167909620172e-03
5.600000000000000000e+03 1.551700143959695985e-03 3.587298206654499638e-02 6.846017570205934919e-09 1.343311677955193314e-03 5.963645295713219593e-04 7.650634187881132434e-03 1.551700143959695985e-03 3.587298206654499638e-02 6.846017570205934919e-09 1.343311677955193314e-03 5.963645295713219593e-04 7.650634187881132434e-03
5.950000000000000000e+03 1.552187240367900942e-03 3.589978101285019180e-02 7.363899091923787243e-09 1.349239643748233229e-03 5.954498202467342063e-04 7.611626199362622573e-03 1.552187240367900942e-03 3.589978101285019180e-02 7.363899091923787243e-09 1.349239643748233229e-03 5.954498202467342063e-04 7.611626199362622573e-03
6.300000000000000000e+03 1.551853460839754334e-03 3.591740153575475464e-02 7.497006212036350974e-09 1.353391528448485504e-03 5.949195646553434927e-04 7.586053372718380185e-03 1.551853460839754334e-03 3.591740153575475464e-02 7.497006212036350974e-09 1.353391528448485504e-03 5.949195646553434927e-04 7.586053372718380185e-03
6.650000000000000000e+03 1.553416267707987894e-03 3.592466928000014742e-02 7.340658500696808365e-09 1.356054568902254932e-03 5.946203316661806534e-04 7.570975741075362288e-03 1.553416267707987894e-03 3.592466928000014742e-02 7.340658500696808365e-09 1.356054568902254932e-03 5.946203316661806534e-04 7.570975741075362288e-03
7.000000000000000000e+03 1.554066760727041254e-03 3.592723271826026715e-02 7.097195393849189230e-09 1.357759259607730761e-03 5.944731635276119010e-04 7.562595779220426979e-03 1.554066760727041254e-03 3.592723271826026715e-02 7.097195393849189230e-09 1.357759259607730761e-03 5.944731635276119010e-04 7.562595779220426979e-03
7.350000000000000000e+03 1.554812492746044088e-03 3.592662048789491830e-02 6.845933423683043690e-09 1.358958094014260307e-03 5.943395807957197212e-04 7.557960244701258240e-03 1.554812492746044088e-03 3.592662048789491830e-02 6.845933423683043690e-09 1.358958094014260307e-03 5.943395807957197212e-04 7.557960244701258240e-03
