# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.017010975673922698e-04 3.799979709635532138e-02 4.259895614529817312e-03 9.657438188656207803e-03 7.381579218739144944e-03 1.932100000000000219e-12 7.022500000000000016e-12 2.937639999999999587e-11 1.512900000000000276e-10 1.260250000000000068e-09 2.665150929538762092e-01 3.098631232083226994e+00 1.507650762910996534e+00 1.611736532589462534e-01 1.831451399962795490e+00 1.017010975673922698e-04 3.799979709635532138e-02 4.259895614529817312e-03 9.657438188656207803e-03 7.381579218739144944e-03 1.932100000000000219e-12 7.022500000000000016e-12 2.937639999999999587e-11 1.512900000000000276e-10 1.260250000000000068e-09 2.665150929538762092e-01 3.098631232083226994e+00 1.507650762910996534e+00 1.611736532589462534e-01 1.831451399962795490e+00
5.000000000000000000e+02 4.234734656819091718e-03 8.984203318563699359e-03 1.661182886683980689e-02 2.235226855666562484e-02 3.724066879722810058e-02 1.505574270639012532e-04 4.170670618574291418e-04 7.146656432294981641e-05 4.651902636797112405e-04 2.635192912795910215e-03 2.896315938948774288e-02 3.692498032023919935e-02 2.403646825156675187e-02 2.107683556772610781e-02 2.099445283901555867e-02 4.234734656819091718e-03 8.984203318563699359e-03 1.661182886683980689e-02 2.235226855666562484e-02 3.724066879722810058e-02 1.505574270639012532e-04 4.170670618574291418e-04 7.146656432294981641e-05 4.651902636797112405e-04 2.635192912795910215e-03 2.896315938948774288e-02 3.692498032023919935e-02 2.403646825156675187e-02 2.107683556772610781e-02 2.099445283901555867e-02
1.000000000000000000e+03 7.284777765496535176e-03 5.694033159838820385e-03 1.067772945159333603e-02 2.415564609365770596e-02 4.285395069679306945e-02 6.482404790910574759e-05 1.471954841906234442e-06 5.006253253032622388e-07 3.010560211651363877e-04 2.722758571310871477e-03 1.104080840374949309e-02 1.183866196336897346e-02 2.215781538436032913e-02 1.664444862561285932e-02 2.032406532277504160e-02 7.284777765496535176e-03 5.694033159838820385e-03 1.067772945159333603e-02 2.415564609365770596e-02 4.285395069679306945e-02 6.482404790910574759e-05 1.471954841906234442e-06 5.006253253032622388e-07 3.010560211651363877e-04 2.722758571310871477e-03 1.104080840374949309e-02 1.183866196336897346e-02 2.215781538436032913e-02 1.664444862561285932e-02 2.032406532277504160e-02
1.500000000000000000e+03 5.301612942557454647e-03 5.580088734859086318e-03 1.047504666522378232e-02 2.408799643479232755e-02 4.325396525198292597e-02 5.496320145123161386e-05 3.432406431401802717e-08 1.954238276307575664e-06 2.769787980078495691e-04 2.965574535487550470e-03 8.085304149201695892e-03 1.083448429328320688e-02 2.015469974697551084e-02 1.562131640045281988e-02 2.123509724527519738e-02 5.301612942557454647e-03 5.580088734859086318e-03 1.047504666522378232e-02 2.408799643479232755e-02 4.325396525198292597e-02 5.496320145123161386e-05 3.432406431401802717e-08 1.954238276307575664e-06 2.769787980078495691e-04 2.965574535487550470e-03 8.085304149201695892e-03 1.083448429328320688e-02 2.015469974697551084e-02 1.562131640045281988e-02 2.123509724527519738e-02
2.000000000000000000e+03 3.172134887160125809e-03 6.012070151663206734e-03 1.014034618612790796e-02 2.348253440307767129e-02 4.463337350538510578e-02 3.248326674261979368e-05 1.642145277100175348e-06 2.283293244009537454e-06 2.494801198042637894e-04 3.042069885219022326e-03 5.451825246928855388e-03 9.039530730048320889e-03 1.708996655779028775e-02 1.510363395050938300e-02 2.075190424228394795e-02 3.172134887160125809e-03 6.012070151663206734e-03 1.014034618612790796e-02 2.348253440307767129e-02 4.463337350538510578e-02 3.248326674261979368e-05 1.642145277100175348e-06 2.283293244009537454e-06 2.494801198042637894e-04 3.042069885219022326e-03 5.451825246928855388e-03 9.039530730048320889e-03 1.708996655779028775e-02 1.510363395050938300e-02 2.075190424228394795e-02
2.500000000000000000e+03 1.427966704577640720e-03 6.387432505589176607e-03 1.021458183092897876e-02 2.150525986024182448e-02 4.809087971826118274e-02 1.408850231577039882e-06 6.074651101645762686e-06 1.022476018854470733e-06 2.716791448550563205e-04 2.832346549271246017e-03 3.087788834908251640e-03 7.329954727904633774e-03 1.223626275171348261e-02 1.483771084342321890e-02 1.832410197148767392e-02 1.427966704577640720e-03 6.387432505589176607e-03 1.021458183092897876e-02 2.150525986024182448e-02 4.809087971826118274e-02 1.408850231577039882e-06 6.074651101645762686e-06 1.022476018854470733e-06 2.716791448550563205e-04 2.832346549271246017e-03 3.087788834908251640e-03 7.329954727904633774e-03 1.223626275171348261e-02 1.483771084342321890e-02 1.832410197148767392e-02
3.000000000000000000e+03 1.368914574037760406e-03 5.402287100982700908e-03 1.025633330845332480e-02 2.012601477769369873e-02 5.193491971685706282e-02 3.788463516373685552e-07 3.161610379685209418e-06 8.672234122719137388e-06 2.790647803307329559e-04 2.699778205251502760e-03 2.570684809193571254e-03 6.908152340551570320e-03 9.183257824335745723e-03 1.351461969625892406e-02 1.657333390340224449e-02 1.368914574037760406e-03 5.402287100982700908e-03 1.025633330845332480e-02 2.012601477769369873e-02 5.193491971685706282e-02 3.788463516373685552e-07 3.161610379685209418e-06 8.672234122719137388e-06 2.790647803307329559e-04 2.699778205251502760e-03 2.570684809193571254e-03 6.908152340551570320e-03 9.183257824335745723e-03 1.351461969625892406e-02 1.657333390340224449e-02
3.500000000000000000e+03 1.370787543434910617e-03 4.559965334814826930e-03 9.666868763133098716e-03 1.973059056618182983e-02 5.473925567771349698e-02 3.733615662658653439e-07 5.938774774942352291e-07 1.183518245744490913e-05 2.634844117693570828e-04 2.684710686101337510e-03 2.304423168853329644e-03 6.203428833220864247e-03 7.815910038556549144e-03 1.134462974937370909e-02 1.599042752990495128e-02 1.370787543434910617e-03 4.559965334814826930e-03 9.666868763133098716e-03 1.973059056618182983e-02 5.473925567771349698e-02 3.733615662658653439e-07 5.938774774942352291e-07 1.183518245744490913e-05 2.634844117693570828e-04 2.684710686101337510e-03 2.304423168853329644e-03 6.203428833220864247e-03 7.815910038556549144e-03 1.134462974937370909e-02 1.599042752990495128e-02
4.000000000000000000e+03 1.302051340254676030e-03 4.240798461573470901e-03 9.149487391071083053e-03 1.980965136365523196e-02 5.692974018704777955e-02 1.025269795598831322e-07 3.784525744096665757e-09 1.295443367459230725e-05 2.507191329325177999e-04 2.705710578585394932e-03 2.148646424063477191e-03 5.026646117608822052e-03 7.117745474283298374e-03 9.778745943419854536e-03 1.570531873614368357e-02 1.302051340254676030e-03 4.240798461573470901e-03 9.149487391071083053e-03 1.980965136365523196e-02 5.692974018704777955e-02 1.025269795598831322e-07 3.784525744096665757e-09 1.295443367459230725e-05 2.507191329325177999e-04 2.705710578585394932e-03 2.148646424063477191e-03 5.026646117608822052e-03 7.117745474283298374e-03 9.778745943419854536e-03 1.570531873614368357e-02
4.500000000000000000e+03 1.310705603644720914e-03 4.129566562440873702e-03 8.770505941334627922e-03 1.967157880481981008e-02 5.842426162800071210e-02 7.738572289238428202e-09 2.765745453972913415e-09 1.159440916575810169e-05 2.377617702669962256e-04 2.735620908059248693e-03 1.999922899018633307e-03 4.044853029155141139e-03 6.604672864450937715e-03 9.284098962647637995e-03 1.556774491313783065e-02 1.310705603644720914e-03 4.129566562440873702e-03 8.770505941334627922e-03 1.967157880481981008e-02 5.842426162800071210e-02 7.738572289238428202e-09 2.765745453972913415e-09 1.159440916575810169e-05 2.377617702669962256e-04 2.735620908059248693e-03 1.999922899018633307e-03 4.044853029155141139e-03 6.604672864450937715e-03 9.284098962647637995e-03 1.556774491313783065e-02
5.000000000000000000e+03 1.363234562902708230e-03 4.117979816668686580e-03 8.503706144334970823e-03 1.944967349101940635e-02 5.934248988831634236e-02 2.271203558935115299e-09 1.447074208461160753e-07 9.464490845551171443e-06 2.260796408417657904e-04 2.760680646022538147e-03 1.834333334479887421e-03 3.362150533323437444e-03 6.077183565696229334e-03 9.245633078604180086e-03 1.549362830515446134e-02 1.363234562902708230e-03 4.117979816668686580e-03 8.503706144334970823e-03 1.944967349101940635e-02 5.934248988831634236e-02 2.271203558935115299e-09 1.447074208461160753e-07 9.464490845551171443e-06 2.260796408417657904e-04 2.760680646022538147e-03 1.834333334479887421e-03 3.362150533323437444e-03 6.077183565696229334e-03 9.245633078604180086e-03 1.549362830515446134e-02
5.500000000000000000e+03 1.411932278535230545e-03 4.126773050051038214e-03 8.323813880046567956e-03 1.928683773039944344e-02 6.001016504711244315e-02 2.597058274471948734e-08 3.470572554049422924e-07 7.521653130579616535e-06 2.211081833080361201e-04 2.776024841753301376e-03 1.710617348818319061e-03 2.895344164539988187e-03 5.616106165136453172e-03 9.230610872944669879e-03 1.540512707360901928e-02 1.411932278535230545e-03 4.126773050051038214e-03 8.323813880046567956e-03 1.928683773039944344e-02 6.001016504711244315e-02 2.597058274471948734e-08 3.470572554049422924e-07 7.521653130579616535e-06 2.211081833080361201e-04 2.776024841753301376e-03 1.710617348818319061e-03 2.895344164539988187e-03 5.616106165136453172e-03 9.230610872944669879e-03 1.540512707360901928e-02
6.000000000000000000e+03 1.434055044002423068e-03 4.113090764658597527e-03 8.272745900365932603e-03 1.918902186345191468e-02 6.054506081944044382e-02 2.941653758119786983e-08 3.325185920240191977e-07 6.227693520776372505e-06 2.246383361638323525e-04 2.776912568346063225e-03 1.637283929500629254e-03 2.629938815156419429e-03 5.300897556564278766e-03 9.088040906236674599e-03 1.531599237104261726e-02 1.434055044002423068e-03 4.113090764658597527e-03 8.272745900365932603e-03 1.918902186345191468e-02 6.054506081944044382e-02 2.941653758119786983e-08 3.325185920240191977e-07 6.227693520776372505e-06 2.246383361638323525e-04 2.776912568346063225e-03 1.637283929500629254e-03 2.629938815156419429e-03 5.300897556564278766e-03 9.088040906236674599e-03 1.531599237104261726e-02
